,Channel,Note,Time,Velocity,MidiName,Artist,Genre,Length,Ticks_per_beat,Tempo,Program,Type,Instrument,Real_time,Octave
1459,0,48,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1460,0,45,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1461,0,0,122,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12815134166666667,C0
1462,0,45,0,87,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1463,0,48,0,87,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1464,0,52,0,87,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,E4
1465,0,52,118,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12394965833333334,E4
1466,0,48,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1467,0,45,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1468,0,0,2,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0021008416666666667,C0
1469,0,45,120,88,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.1260505,A3
1470,0,48,0,88,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1471,0,52,0,88,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,E4
1472,0,52,118,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12394965833333334,E4
1473,0,48,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1474,0,45,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1475,0,45,122,89,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12815134166666667,A3
1476,0,48,0,89,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1477,0,52,0,89,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,E4
1478,0,52,118,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12394965833333334,E4
1479,0,48,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1480,0,45,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1481,0,0,2,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0021008416666666667,C0
1482,0,0,120,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.1260505,C0
1483,0,45,0,90,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1484,0,48,0,90,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1485,0,52,0,90,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,E4
1486,0,52,118,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12394965833333334,E4
1487,0,48,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1488,0,45,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1489,0,0,2,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0021008416666666667,C0
1490,0,45,120,91,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.1260505,A3
1491,0,48,0,91,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1492,0,52,0,91,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,E4
1493,0,52,118,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12394965833333334,E4
1494,0,48,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1495,0,45,0,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1496,0,0,122,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12815134166666667,C0
1497,0,45,0,93,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,A3
1498,0,48,0,93,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,C4
1499,0,52,0,93,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.0,E4
1500,0,52,118,0,,,,294.46552262917436,480,504202,62,Brass,Synth Brass 1,0.12394965833333334,E4
